 Casos notificados (suspeitos/confirmados) de Dengue por local de residência - Minas Gerais
Notificações por Reg Saúde (CIR)/Municíp Res e Semana epidemiológica notific.
Período:2012
"Reg Saúde (CIR)/Municíp Res";"Em Branco";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
".....  JECEABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CONGONHAS";-;-;-;1;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;10
"31079 Conselheiro Lafaiete";-;2;2;-;-;-;1;-;-;2;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;-;-;-;3;-;2;-;-;-;1;-;-;2;-;-;1;1;1;25
".....  CARANAIBA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CONSELHEIRO LAFAIETE";-;1;2;-;-;-;1;-;-;2;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;-;-;-;3;-;2;-;-;-;1;-;-;2;-;-;1;1;1;24
"31082 São Gotardo";-;2;3;1;-;2;1;1;-;-;1;1;1;2;1;-;1;3;3;-;1;1;1;-;2;-;1;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;35
".....  RIO PARANAIBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SAO GOTARDO";-;2;3;1;-;-;1;1;-;-;1;1;1;2;1;-;-;3;1;-;1;1;1;-;2;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;29
".....  ARAPUA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CARMO DO PARANAIBA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  SANTA ROSA DA SERRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"31083 Bocaiúva";-;2;1;5;3;1;-;-;1;-;3;1;1;1;1;5;2;2;-;1;-;3;1;2;-;1;-;-;1;1;1;-;1;-;1;-;-;1;-;-;-;-;-;1;4;-;1;1;-;-;1;1;7;59
".....  FRANCISCO DUMONT";-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  GUARACIAMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  BOCAIUVA";-;2;1;3;3;1;-;-;-;-;3;1;-;1;1;4;2;1;-;1;-;3;1;2;-;-;-;-;1;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;4;-;1;1;-;-;1;1;7;49
".....  JOAQUIM FELICIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1
".....  ENGENHEIRO NAVARRO";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"31084 Montes Claros";-;34;22;21;10;10;8;10;16;19;9;15;15;12;24;23;34;62;34;64;47;24;29;37;21;21;18;18;17;14;18;7;7;14;5;5;3;5;9;8;3;4;6;-;7;4;10;7;9;22;72;79;158;1150
".....  JURAMENTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
".....  GLAUCILANDIA";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  MONTES CLAROS";-;33;21;21;10;10;8;9;15;19;8;15;15;12;24;23;34;62;34;64;47;24;28;37;21;21;18;17;15;14;17;7;7;14;5;4;3;5;9;8;1;4;6;-;7;4;10;6;9;22;72;79;158;1136
".....  CLARO DOS POCOES";-;1;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;11
"31085 Taiobeiras";-;-;1;3;2;-;2;1;-;-;1;-;2;2;-;3;-;-;1;1;-;1;1;-;-;-;-;-;-;1;1;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;28
".....  TAIOBEIRAS";-;-;-;2;1;-;1;1;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;13
".....  INDAIABIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  MONTEZUMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  NINHEIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SAO JOAO DO PARAISO";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  RIO PARDO DE MINAS";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
".....  BERIZAL";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CURRAL DE DENTRO";-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;4
"31086 Divinópolis";-;6;12;11;22;16;17;10;4;9;12;7;8;5;6;9;10;21;8;10;20;8;12;4;9;2;5;7;8;5;8;7;5;1;2;4;2;6;2;3;2;1;8;8;1;11;3;4;7;16;29;15;9;437
".....  SAO GONCALO DO PARA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;5;-;1;-;7;21;8;8;58
".....  SAO SEBASTIAO DO OESTE";-;2;-;-;-;1;1;-;-;1;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;13
".....  ARAUJOS";-;-;-;-;2;-;-;1;-;1;-;-;2;-;-;1;4;12;2;7;10;5;10;2;4;1;3;5;3;2;4;3;2;-;-;1;-;3;-;1;-;1;1;2;1;-;2;2;2;5;1;2;1;111
".....  DIVINOPOLIS";-;3;11;10;12;14;14;7;4;6;8;5;6;3;5;6;6;9;3;2;10;3;2;-;1;1;2;1;4;2;3;2;3;-;2;1;1;2;-;-;1;-;5;2;-;6;1;-;4;4;6;4;-;207
".....  CLAUDIO";-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
".....  PERDIGAO";-;-;-;-;6;1;-;-;-;-;1;2;-;1;-;-;-;-;-;1;-;-;-;1;3;-;-;-;-;-;-;1;-;-;-;2;-;-;1;1;-;-;1;2;-;-;-;1;1;-;1;-;-;27
".....  CARMO DO CAJURU";-;-;-;-;-;-;1;2;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
".....  ITAPECERICA";-;1;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;8
"31087 Lagoa da Prata/Santo Antônio do Monte";-;4;1;2;7;3;3;3;4;5;3;-;3;5;1;3;1;3;1;3;2;-;4;-;3;1;1;-;-;-;2;1;1;-;1;3;2;1;-;1;1;-;2;-;2;3;1;5;3;3;3;1;-;102
".....  LAGOA DA PRATA";-;1;-;1;4;-;3;3;3;1;2;-;-;5;-;1;1;1;-;3;-;-;-;-;1;1;-;-;-;-;2;1;-;-;-;1;1;1;-;1;1;-;1;-;2;1;1;4;3;1;3;1;-;56
".....  SANTO ANTONIO DO MONTE";-;1;1;1;2;1;-;-;-;1;-;-;1;-;1;1;-;1;1;-;2;-;4;-;1;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;23
".....  JAPARAIBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  PEDRA DO INDAIA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  ARCOS";-;1;-;-;1;2;-;-;1;3;1;-;2;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;2;-;1;-;1;-;-;-;21
"31088 Oliveira/Santo Antônio do Amparo";-;1;2;2;3;2;1;1;2;1;-;2;1;1;-;-;1;1;2;1;1;2;-;-;-;2;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;2;1;1;-;-;1;-;-;2;-;-;38
".....  OLIVEIRA";-;-;-;2;2;1;1;-;2;-;-;-;1;-;-;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;2;-;1;-;-;1;-;-;2;-;-;21
".....  PASSA TEMPO";-;1;-;-;-;1;-;1;-;1;-;1;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;9
".....  CARMOPOLIS DE MINAS";-;-;2;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"31089 Campo Belo";-;4;1;2;6;2;1;-;1;2;5;3;3;2;6;4;2;5;2;3;1;2;2;1;1;1;2;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;2;-;5;3;2;2;2;2;-;-;85
".....  CANA VERDE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  CANDEIAS";-;-;-;1;-;-;-;-;-;1;1;-;-;1;2;-;1;2;-;1;-;1;1;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;17
".....  CAMPO BELO";-;4;1;1;5;2;1;-;1;1;4;3;2;1;3;3;1;3;2;2;1;1;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;2;-;5;3;2;1;2;2;-;-;63
".....  AGUANIL";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"31090 Lima Duarte";-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;1;2;1;1;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;12
".....  PASSA-VINTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  LIMA DUARTE";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  RIO PRETO";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
".....  BOM JARDIM DE MINAS";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SANTA RITA DE JACUTINGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"31091 Cássia";-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;7
".....  CASSIA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  CAPETINGA";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  IBIRACI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"31092 Passos";-;8;2;4;5;3;3;5;1;4;5;2;5;4;5;1;3;3;1;3;-;-;-;2;-;-;-;1;-;2;1;2;1;1;1;-;-;-;1;1;-;-;1;1;1;2;-;3;-;4;2;2;2;98
".....  ITAU DE MINAS";-;1;-;-;-;1;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;11
".....  ALPINOPOLIS";-;-;-;1;1;-;1;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
".....  SAO JOSE DA BARRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  NOVA RESENDE";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  PASSOS";-;5;2;2;3;2;1;2;1;3;3;2;3;3;2;1;3;2;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;2;-;1;-;2;2;2;-;56
".....  FORTALEZA DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;4
".....  CARMO DO RIO CLARO";-;2;-;1;-;-;1;-;-;-;1;-;2;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
".....  SAO JOAO BATISTA DO GLORIA";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;4
"31093 Piumhi";-;3;1;2;-;-;1;2;-;-;-;1;-;-;-;3;2;-;2;2;-;-;1;-;1;-;1;1;1;1;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;30
".....  PIMENTA";-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;12
".....  PIUMHI";-;1;1;-;-;-;1;-;-;-;-;1;-;-;-;3;1;-;-;2;-;-;1;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
".....  GUAPE";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  CAPITOLIO";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"31094 Almenara/Jacinto";-;3;2;5;1;4;1;-;1;1;1;4;2;3;4;3;2;-;1;2;1;-;-;3;2;2;1;2;1;3;4;1;4;4;-;-;-;-;2;-;1;-;3;-;1;1;1;-;-;6;3;1;1;88
".....  JOAIMA";-;2;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  SANTA MARIA DO SALTO";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  RIO DO PRADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  JEQUITINHONHA";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  JACINTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  RUBIM";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;6
".....  SALTO DA DIVISA";-;-;1;1;-;3;-;-;1;1;-;1;1;3;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;4;1;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;1;-;-;27
".....  JORDANIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;1;-;-;1;-;1;1;4;-;-;3;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;2;-;1;20
".....  SANTO ANTONIO DO JACINTO";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
".....  ALMENARA";-;1;1;3;-;-;1;-;-;-;-;1;-;-;-;1;-;-;1;1;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;16
".....  PALMOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;5
".....  MATA VERDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"31095 Serro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SERRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"31096 Itambacuri";-;5;2;3;7;5;10;7;1;6;14;12;9;3;9;19;9;13;22;20;29;14;20;31;37;16;15;16;6;7;9;2;6;6;19;9;8;9;8;8;6;3;3;5;1;-;2;2;-;1;1;1;-;476
".....  NOVA MODICA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  CAMPANARIO";-;1;-;-;1;2;7;5;-;2;9;9;4;1;4;10;3;1;1;4;3;-;3;-;1;-;1;2;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;78
".....  ITAMBACURI";-;4;2;3;6;3;2;2;1;2;4;3;5;2;5;9;6;12;21;14;25;14;17;29;35;16;14;13;6;6;9;2;6;6;15;5;6;9;5;7;4;-;3;3;1;-;-;-;-;-;-;-;-;362
".....  FREI GASPAR";-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
".....  PESCADOR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;4;2;-;3;1;2;2;-;-;-;-;2;2;-;1;1;1;-;26
"31097 Juiz de Fora";-;5;13;14;15;10;10;10;4;10;7;6;5;7;5;12;6;4;7;10;8;4;2;2;6;4;5;3;2;3;1;2;2;2;1;2;2;2;-;-;2;2;1;3;2;2;3;2;4;4;8;4;5;255
".....  CHIADOR";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  BELMIRO BRAGA";-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  JUIZ DE FORA";-;5;13;13;15;9;8;10;4;10;7;6;4;7;4;10;6;4;5;9;8;4;1;1;4;4;5;3;2;3;1;2;2;2;1;2;2;1;-;-;2;2;1;3;2;2;3;1;4;4;8;4;5;238
".....  SANTANA DO DESERTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
".....  GOIANA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  RIO NOVO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"31098 Salinas";-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;3;1;3;-;-;-;1;-;-;5;1;-;1;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;22
".....  PADRE CARVALHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;5;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
".....  FRUTA DE LEITE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  RUBELITA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6
