 Casos notificados (suspeitos/confirmados) de Dengue por local de residência - Minas Gerais
Notificações por Reg Saúde (CIR)/Municíp Res e Semana epidemiológica notific.
Período:2011
"Reg Saúde (CIR)/Municíp Res";"Em Branco";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
".....  VAZANTE";-;-;-;-;-;-;1;1;-;3;-;3;-;2;1;1;3;1;1;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;23
".....  SERRA DO SALITRE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  VARJAO DE MINAS";-;1;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"31058 Unaí/Paracatu";-;7;6;8;8;14;7;13;6;19;7;15;17;15;17;3;7;2;6;7;7;2;8;3;4;3;7;3;3;2;4;-;3;2;1;-;3;7;6;6;1;3;7;1;2;3;5;-;1;3;1;4;4;293
".....  UNAI";-;1;1;2;2;6;2;7;3;4;2;6;5;4;7;1;-;1;2;3;3;1;2;-;-;1;3;2;1;2;3;-;3;1;1;-;2;5;3;5;-;-;1;1;-;1;-;-;1;1;1;2;-;105
".....  URUANA DE MINAS";-;1;-;-;1;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  BONFINOPOLIS DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  ARINOS";-;1;3;3;2;6;3;-;-;2;2;2;2;4;4;1;2;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;-;-;1;-;-;2;48
".....  PARACATU";-;2;2;2;3;2;2;6;3;12;3;6;7;6;3;1;5;1;3;1;3;-;4;3;2;2;2;1;1;-;-;-;-;-;-;-;1;1;2;1;1;3;2;-;-;1;3;-;-;1;-;1;2;107
".....  RIACHINHO";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  BURITIS";-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2;-;-;-;2;-;1;-;-;-;-;1;-;-;-;1;1;-;-;-;2;-;2;-;1;-;-;-;-;-;-;16
".....  DOM BOSCO";-;1;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
".....  NATALANDIA";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3
"31059 Manhuaçu";-;87;99;80;95;76;55;60;44;52;30;45;64;65;55;33;22;32;32;11;22;6;6;6;5;4;2;2;1;4;2;4;1;-;-;1;3;9;10;4;1;1;15;19;7;26;26;30;15;35;42;40;45;1431
".....  ALTO JEQUITIBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SIMONESIA";-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;8
".....  MANHUMIRIM";-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;5
".....  IPANEMA";-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;7;8;-;-;-;2;1;-;-;-;1;-;2;-;1;1;35
".....  SAO JOAO DO MANHUACU";-;-;1;4;3;2;2;-;-;-;-;-;-;-;-;1;1;2;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;21
".....  MARTINS SOARES";-;-;-;1;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;8
".....  LAJINHA";-;-;-;-;1;1;4;3;4;8;4;4;14;7;8;5;-;5;2;-;7;2;-;2;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;84
".....  MANHUACU";-;9;10;18;19;18;12;8;9;8;10;20;18;19;10;11;3;5;11;2;5;1;1;1;2;1;-;2;1;1;1;1;-;-;-;1;-;2;-;1;1;-;2;5;4;3;2;-;2;3;7;3;1;274
".....  LUISBURGO";-;-;-;-;1;-;-;1;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  CHALE";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SAO JOSE DO MANTIMENTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  ALTO CAPARAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  POCRANE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;2;-;1;3;-;-;10;12;2;22;23;28;11;29;30;34;39;250
".....  CAPUTIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;2;7;1;3;5;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22
".....  REDUTO";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3
".....  SANTA MARGARIDA";-;-;-;-;-;-;-;-;1;-;-;1;3;-;1;1;-;1;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;12
".....  MATIPO";-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  ABRE CAMPO";-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;1;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;10
".....  MUTUM";-;77;83;56;71;53;34;47;26;35;16;19;27;33;29;13;14;12;10;6;5;1;2;-;-;-;1;-;-;1;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;2;1;3;1;3;687
"31060 Ponte Nova";-;12;11;39;50;40;47;63;53;44;60;80;86;81;94;115;115;92;118;117;91;77;50;39;15;11;16;1;2;2;4;5;5;5;1;2;3;3;3;1;2;1;5;3;1;2;3;5;6;10;10;5;4;1710
".....  SERICITA";-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  RIO CASCA";-;2;1;2;3;1;3;5;2;1;4;1;3;3;5;-;-;-;1;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;41
".....  DOM SILVERIO";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  DIOGO DE VASCONCELOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  SANTA CRUZ DO ESCALVADO";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  ACAIACA";-;-;-;1;-;-;-;-;-;-;2;6;-;4;3;8;39;11;7;12;12;4;2;-;-;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;117
".....  BARRA LONGA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  JEQUERI";-;-;-;-;2;1;3;2;2;7;10;17;17;15;21;31;29;21;33;30;17;23;2;6;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;293
".....  AMPARO DO SERRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  ALVINOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;1;2;2;-;10
".....  GUARACIABA";-;1;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  SAO PEDRO DOS FERROS";-;-;1;1;1;-;1;2;5;16;21;21;14;6;19;24;22;19;25;18;18;14;15;12;2;2;1;1;-;-;2;1;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;289
".....  RIO DOCE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;6
".....  RAUL SOARES";-;1;-;-;1;2;4;8;3;7;6;2;16;11;10;4;4;2;8;23;9;7;9;8;6;1;2;-;-;1;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;159
".....  SAO JOSE DO GOIABAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;1;5;1;3;1;2;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;2;-;-;-;27
".....  SANTO ANTONIO DO GRAMA";-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
".....  URUCANIA";-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;3;1;-;1;-;1;-;-;-;1;-;2;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;18
".....  ORATORIOS";-;2;1;28;41;31;24;33;28;5;1;7;1;-;4;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;208
".....  PONTE NOVA";-;5;7;6;2;5;11;12;12;7;16;23;32;39;31;40;19;36;41;30;29;21;20;9;5;5;2;-;-;-;1;-;3;-;1;1;3;1;2;1;-;1;2;2;1;1;1;4;3;7;7;3;2;512
".....  PIEDADE DE PONTE NOVA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"31061 Viçosa";-;1;1;1;3;3;2;1;5;1;5;5;9;4;6;10;2;4;5;1;6;3;2;1;-;1;2;-;-;1;1;-;-;-;-;-;-;1;1;-;-;2;-;-;2;2;-;-;-;-;2;-;-;96
".....  TEIXEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CAJURI";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SAO MIGUEL DO ANTA";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  VICOSA";-;1;1;1;3;3;2;1;4;1;4;4;6;3;5;8;1;4;4;1;6;3;2;1;-;1;2;-;-;1;1;-;-;-;-;-;-;1;-;-;-;2;-;-;2;2;-;-;-;-;2;-;-;83
".....  ARAPONGA";-;-;-;-;-;-;-;-;1;-;-;-;2;1;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"31062 Águas Formosas";-;24;21;23;56;49;41;37;29;7;9;14;12;10;8;12;2;-;6;4;4;2;1;7;1;-;1;-;2;1;-;-;2;-;-;5;1;-;-;-;4;-;1;2;1;2;1;2;1;1;3;7;3;419
".....  CRISOLITA";-;3;2;-;-;2;-;-;-;-;2;-;1;-;3;-;1;-;1;-;2;1;-;-;-;-;-;-;-;-;-;-;2;-;-;3;1;-;-;-;-;-;-;-;-;1;-;-;-;-;3;1;-;29
".....  SANTA HELENA DE MINAS";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
".....  UMBURATIBA";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1;-;-;-;-;-;1;-;-;-;9
".....  AGUAS FORMOSAS";-;-;-;-;1;-;1;-;2;-;-;5;3;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;5;2;25
".....  PAVAO";-;21;19;23;55;47;40;35;27;7;4;9;7;8;4;5;-;-;3;3;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;322
".....  BERTOPOLIS";-;-;-;-;-;-;-;-;-;-;2;-;1;1;-;7;-;-;1;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
".....  MACHACALIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;4;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;2;1;-;-;-;-;14
"31064 Araçuaí";-;6;3;3;-;1;2;4;3;5;6;6;7;11;11;1;3;-;3;2;3;4;3;-;2;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;5;1;2;5;1;3;-;109
".....  ARACUAI";-;6;3;3;-;-;1;-;-;-;3;-;1;1;-;-;1;-;3;1;1;3;3;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;36
".....  CORONEL MURTA";-;-;-;-;-;1;1;4;3;3;2;6;6;6;2;1;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39
".....  FRANCISCO BADARO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  VIRGEM DA LAPA";-;-;-;-;-;-;-;-;-;2;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;9
".....  JENIPAPO DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;2;8;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;1;-;5;-;-;-;22
"31065 Itaobim";-;3;3;1;1;6;2;2;3;1;1;3;9;9;4;5;1;-;2;5;1;3;-;-;-;1;1;-;1;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;1;3;-;1;2;2;-;80
".....  ITAOBIM";-;-;1;-;-;4;-;1;-;-;1;1;4;7;2;3;-;-;1;5;1;1;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;36
".....  ITINGA";-;-;1;1;-;1;2;1;-;-;-;1;3;2;-;-;1;-;1;-;-;2;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;19
".....  MEDINA";-;2;-;-;1;1;-;-;2;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;11
".....  PONTO DOS VOLANTES";-;1;-;-;-;-;-;-;1;1;-;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;1;-;12
".....  COMERCINHO";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2
"31066 Nanuque";-;-;1;-;-;3;4;1;1;-;1;2;1;6;3;3;1;5;2;3;1;1;-;-;-;1;2;1;1;2;-;1;-;-;-;-;1;3;-;-;-;-;-;-;-;-;-;1;2;1;-;-;1;56
".....  CARLOS CHAGAS";-;-;-;-;-;3;-;-;-;-;1;1;-;3;-;-;-;2;2;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;18
".....  SERRA DOS AIMORES";-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;12
".....  NANUQUE";-;-;-;-;-;-;4;1;-;-;-;1;1;3;3;1;-;3;-;3;1;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;26
"31067 Padre Paraíso";-;-;-;-;-;-;-;2;-;3;1;1;6;5;4;4;-;2;3;2;5;3;4;7;5;2;5;4;-;1;1;-;2;-;-;1;-;-;1;-;-;-;-;-;-;-;1;2;-;-;-;1;-;78
".....  CARAI";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
".....  CATUJI";-;-;-;-;-;-;-;-;-;2;-;1;1;-;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;10
".....  PADRE PARAISO";-;-;-;-;-;-;-;1;-;1;1;-;4;5;1;1;-;2;1;2;5;2;4;7;5;2;5;2;-;1;1;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;58
".....  ITAIPE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"31068 Pedra azul";-;1;1;4;6;8;5;10;11;16;5;13;11;13;10;7;3;3;4;3;5;3;3;1;3;2;1;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;155
".....  DIVISOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2;2;1;3;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
".....  DIVISA ALEGRE";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  PEDRA AZUL";-;1;1;3;6;7;5;10;11;15;4;13;9;11;7;6;2;3;3;3;4;1;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;129
".....  CACHOEIRA DE PAJEU";-;-;-;1;-;1;-;-;-;-;1;-;2;1;2;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"31070 Araxá";-;3;7;7;14;12;9;14;8;7;6;10;10;13;9;11;10;10;6;5;2;2;1;1;-;-;1;-;1;2;1;-;2;1;-;-;1;-;1;-;2;4;3;4;7;3;1;7;8;5;14;9;16;270
".....  CAMPOS ALTOS";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  ARAXA";-;2;5;6;9;6;7;14;7;5;6;9;7;6;7;8;4;8;3;2;2;2;1;1;-;-;1;-;-;-;1;-;2;-;-;-;-;-;1;-;1;2;2;2;6;3;1;5;6;4;14;6;14;198
".....  IBIA";-;1;1;-;2;2;-;-;-;-;-;1;-;4;1;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;2;-;-;-;-;-;-;-;-;-;20
".....  PERDIZES";-;-;1;-;-;-;2;-;-;-;-;-;2;2;1;-;5;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;2;21
".....  TAPIRA";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  SANTA JULIANA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;1;-;1;-;12
".....  PRATINHA";-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  PEDRINOPOLIS";-;-;-;1;2;4;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;10
"31071 Frutal/Iturama";-;11;15;5;12;10;14;17;24;19;18;16;32;33;17;13;16;32;24;26;20;23;11;11;2;5;7;3;5;6;-;1;9;3;4;4;7;5;4;16;16;8;8;7;15;16;11;22;22;11;20;9;6;671
".....  SAO FRANCISCO DE SALES";-;-;-;-;-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;1;-;1;2;3;3;1;1;3;-;24
".....  UNIAO DE MINAS";-;-;-;-;-;-;-;-;1;1;2;1;1;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;3;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
".....  ITURAMA";-;2;1;1;-;-;-;2;2;1;4;-;5;4;-;1;-;-;3;5;2;-;1;-;-;-;-;-;-;1;-;-;1;1;-;1;-;-;-;2;2;1;-;1;2;2;-;2;2;-;3;-;-;55
".....  LIMEIRA DO OESTE";-;-;1;-;1;-;-;1;6;5;3;-;5;-;2;3;1;2;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;-;1;3;2;1;2;1;2;-;-;-;50
".....  FRONTEIRA";-;1;-;-;-;1;1;1;-;-;-;2;3;2;2;2;1;3;1;10;3;7;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;2;3;1;1;5;5;3;5;2;-;73
".....  FRUTAL";-;6;11;3;7;3;10;8;6;5;7;10;12;18;12;6;12;12;18;10;9;8;5;3;1;2;4;1;3;4;-;1;2;1;-;-;5;4;3;1;3;3;5;2;5;6;6;4;8;5;11;4;6;301
".....  PIRAJUBA";-;1;-;-;-;2;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;1;-;1;-;1;2;1;1;-;-;1;-;1;2;1;-;1;9;7;2;2;-;2;3;-;2;1;-;-;-;-;48
".....  PLANURA";-;-;1;-;-;-;2;1;5;-;-;1;2;6;-;1;-;15;-;1;4;4;3;5;-;3;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;58
